imageName longitude latitude altitude Omega Phi Kappa
IMG_0912.JPG 8.4097723666466511 47.069013553666124 658.45965695957545 -5.5608155950454758 -2.3594461426760587 -140.40035817722361
IMG_0913.JPG 8.4102196274701857 47.068694051377413 660.54048053462907 0.070375461021440266 -7.662568814871161 -126.91161462549385
IMG_0914.JPG 8.4106644373518726 47.068346713073332 660.58469432922652 0.23007372630867665 -8.0128541699852587 -140.42691152143894
IMG_0915.JPG 8.4111578102253581 47.06799101259115 660.62388253181689 -0.96989170902148902 -7.8819376715272913 -131.97583825671222
IMG_0916.JPG 8.4116181366946936 47.06763557105257 660.93925469509668 -0.2355966788569912 -11.927582674830095 -138.14089978397288
IMG_0917.JPG 8.4120722428479819 47.067309562801078 660.49144618571654 -2.9016508528307221 -4.2298591966388628 -122.16009726372489
IMG_0918.JPG 8.4125101985127397 47.066999487030408 659.65629850058212 -1.0730546970435546 -6.8415571323046969 -134.31575305122345
IMG_0919.JPG 8.4129734031504793 47.066635300992516 659.55880601650688 -0.1582022801233037 -6.8854624208609136 -131.33124521209947
IMG_0920.JPG 8.4123397390865584 47.066440006446221 657.45628634547654 3.3985941328391953 -1.0489017164744634 29.262372113871919
IMG_0921.JPG 8.4118982342770465 47.066775627626043 659.79772871080013 2.6017883717053243 4.8933367983843059 30.943927050213635
IMG_0922.JPG 8.4114401173810389 47.067109724182771 660.32157520388159 2.9919806105422184 4.7058868965281446 28.931924237528051
IMG_0923.JPG 8.4109589710000012 47.067462264530775 660.0838886521467 1.921146320220227 5.4647300889324395 28.947750456029308
IMG_0924.JPG 8.410487693455611 47.067808286105937 661.17773441297743 4.9229565140647686 6.2692419195651166 32.250942395996979
IMG_0925.JPG 8.4099953952432145 47.068141963779183 660.16043278134862 2.3016159129035469 4.9792134260322234 30.397706756959796
IMG_0926.JPG 8.4095703890076852 47.068514039720739 660.59408707616672 2.7829531254216779 8.5562855876522157 21.632552732913791
IMG_0927.JPG 8.4090673837833911 47.068841497067375 660.63725132258526 3.1079509189436543 6.6700544795554766 46.440056832890257
IMG_0928.JPG 8.4087194136341488 47.0683641882598 657.36832367032036 4.9480960163124941 -9.5691542322448697 -141.80596695831574
